# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.pre.handlers.ms,1781260778106000000,1781260790540000000,0
workspaceModel.replace.project.model.ms,1781260778106000000,1781260790540000000,0
workspaceModel.check.recursive.update.ms,1781260778106000000,1781260790540000000,0
workspaceModel.updates.count,1781260778106000000,1781260790540000000,0
workspaceModel.updates.precise.ms,1781260778106000000,1781260790540000000,0
workspaceModel.loading.total.ms,1781260778106000000,1781260790540000000,24
workspaceModel.init.bridges.ms,1781260778106000000,1781260790540000000,0
workspaceModel.collect.changes.ms,1781260778106000000,1781260790540000000,0
workspaceModel.initializing.ms,1781260778106000000,1781260790540000000,0
workspaceModel.update.unloaded.entities.ms,1781260778106000000,1781260790540000000,0
workspaceModel.to.snapshot.ms,1781260778106000000,1781260790540000000,0
workspaceModel.loading.from.cache.ms,1781260778106000000,1781260790540000000,16
workspaceModel.updates.ms,1781260778106000000,1781260790540000000,0
AWTEventQueue.dispatchTimeTotalNS,1781260778106000000,1781260790540000000,9302990654
NonBlockingReadAction.finalizedExecutionTimeUs,1781260778106000000,1781260790540000000,299565
NonBlockingReadAction.failedExecutionTimeUs,1781260778106000000,1781260790540000000,0
NonBlockingReadAction.finalizedExecutionsCount,1781260778106000000,1781260790540000000,15
NonBlockingReadAction.failedExecutionsCount,1781260778106000000,1781260790540000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1781260778106000000,1781260790540000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1781260778106000000,1781260790540000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1781260778106000000,1781260790540000000,9
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1781260778106000000,1781260790540000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1781260778106000000,1781260790540000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1781260778106000000,1781260790540000000,0
workspaceModel.save.cache.to.file.ms,1781260778106000000,1781260790540000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1781260778106000000,1781260790540000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1781260778106000000,1781260790540000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1781260778106000000,1781260790540000000,0
workspaceModel.mutableEntityStorage.entities.ms,1781260778106000000,1781260790540000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1781260778106000000,1781260790540000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1781260778106000000,1781260790540000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1781260778106000000,1781260790540000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1781260778106000000,1781260790540000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1781260778106000000,1781260790540000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1781260778106000000,1781260790540000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1781260778106000000,1781260790540000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1781260778106000000,1781260790540000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1781260778106000000,1781260790540000000,0
workspaceModel.load.cache.from.file.ms,1781260778106000000,1781260790540000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1781260778106000000,1781260790540000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1781260778106000000,1781260790540000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1781260778106000000,1781260790540000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1781260778106000000,1781260790540000000,0
StorageLockContext.competingThreads.avg,1781260778106000000,1781260790540000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1781260778106000000,1781260790540000000,52445184
FilePageCache.pageLoadsAboveSizeThreshold,1781260778106000000,1781260790540000000,0
StorageLockContext.competingThreads.max,1781260778106000000,1781260790540000000,0
DirectByteBufferAllocator.disposed,1781260778106000000,1781260790540000000,125
FilePageCache.uncachedFileAccess,1781260778106000000,1781260790540000000,205
FilePageCache.pageHits,1781260778106000000,1781260790540000000,0
FilePageCache.disposedBuffers,1781260778106000000,1781260790540000000,171
FilePageCache.pageLoads,1781260778106000000,1781260790540000000,171
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1781260778106000000,1781260790540000000,52445184
DirectByteBufferAllocator.misses,1781260778106000000,1781260790540000000,168
StorageLockContext.competingThreads.90P,1781260778106000000,1781260790540000000,0
DirectByteBufferAllocator.hits,1781260778106000000,1781260790540000000,3
FilePageCache.maxCacheSizeInBytes,1781260778106000000,1781260790540000000,183517184
FilePageCache.pageFastCacheHits,1781260778106000000,1781260790540000000,11591
FilePageCache.maxRegisteredFiles,1781260778106000000,1781260790540000000,606
DirectByteBufferAllocator.reclaimed,1781260778106000000,1781260790540000000,46
FilePageCache.totalPageLoadsUs,1781260778106000000,1781260790540000000,240719
FilePageCache.capacityInBytes,1781260778106000000,1781260790540000000,524288000
FilePageCache.totalPageDisposalsUs,1781260778106000000,1781260790540000000,959
FileNameCache.queries,1781260778106000000,1781260790540000000,144
FileNameCache.fastMisses,1781260778106000000,1781260790540000000,9
FileNameCache.totalMisses,1781260778106000000,1781260790540000000,9
