# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.housekeeperTimeSpentMs,1781262947301000000,1781262957509000000,0
FilePageCacheLockFree.totalBytesRequested,1781262947301000000,1781262957509000000,0
FilePageCacheLockFree.totalPagesReclaimed,1781262947301000000,1781262957509000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1781262947301000000,1781262957509000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1781262947301000000,1781262957509000000,0
FilePageCache.pageLoads,1781262947301000000,1781262957509000000,168
FilePageCache.capacityInBytes,1781262947301000000,1781262957509000000,503316478
FilePageCacheLockFree.totalPagesAllocated,1781262947301000000,1781262957509000000,0
DirectByteBufferAllocator.disposed,1781262947301000000,1781262957509000000,125
StorageLockContext.competingThreads.avg,1781262947301000000,1781262957509000000,0.5263157894736842
FilePageCache.pageFastCacheHits,1781262947301000000,1781262957509000000,11636
FilePageCacheLockFree.totalPagesWriteMs,1781262947301000000,1781262957509000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1781262947301000000,1781262957509000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1781262947301000000,1781262957509000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1781262947301000000,1781262957509000000,0
StorageLockContext.competingThreads.max,1781262947301000000,1781262957509000000,7
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1781262947301000000,1781262957509000000,41943040
FilePageCache.pageHits,1781262947301000000,1781262957509000000,0
MappedFileStorage.storages,1781262947301000000,1781262957509000000,0
DirectByteBufferAllocator.hits,1781262947301000000,1781262957509000000,3
FilePageCacheLockFree.totalBytesWritten,1781262947301000000,1781262957509000000,0
DirectByteBufferAllocator.misses,1781262947301000000,1781262957509000000,165
MappedFileStorage.totalPagesMapped,1781262947301000000,1781262957509000000,0
FilePageCacheLockFree.nativeBytesInUse,1781262947301000000,1781262957509000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1781262947301000000,1781262957509000000,41943040
MappedFileStorage.totalBytesMapped,1781262947301000000,1781262957509000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1781262947301000000,1781262957509000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1781262947301000000,1781262957509000000,0
FilePageCacheLockFree.totalPagesHandedOver,1781262947301000000,1781262957509000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1781262947301000000,1781262957509000000,0
FilePageCache.uncachedFileAccess,1781262947301000000,1781262957509000000,202
FilePageCacheLockFree.totalPagesWritten,1781262947301000000,1781262957509000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1781262947301000000,1781262957509000000,0
FilePageCache.disposedBuffers,1781262947301000000,1781262957509000000,168
FilePageCacheLockFree.housekeeperTurnsSkipped,1781262947301000000,1781262957509000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1781262947301000000,1781262957509000000,0
workspaceModel.mutableEntityStorage.instances.count,1781262947301000000,1781262957509000000,3
jps.global.get.library.by.name.ms,1781262947301000000,1781262957509000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1781262947301000000,1781262957509000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1781262947301000000,1781262957509000000,0
workspaceModel.save.cache.to.file.ms,1781262947301000000,1781262957509000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1781262947301000000,1781262957509000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1781262947301000000,1781262957509000000,0
jps.global.initialize.library.bridges.after.loading.ms,1781262947301000000,1781262957509000000,3
workspaceModel.mutableEntityStorage.resolve.ms,1781262947301000000,1781262957509000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1781262947301000000,1781262957509000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1781262947301000000,1781262957509000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1781262947301000000,1781262957509000000,0
jps.global.get.library.ms,1781262947301000000,1781262957509000000,0
workspaceModel.load.cache.from.file.ms,1781262947301000000,1781262957509000000,0
workspaceModel.sync.entities.ms,1781262947301000000,1781262957509000000,0
workspaceModel.do.save.caches.ms,1781262947301000000,1781262957509000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1781262947301000000,1781262957509000000,0
jps.global.initialize.library.bridges.ms,1781262947301000000,1781262957509000000,0
jps.global.get.libraries.ms,1781262947301000000,1781262957509000000,0
workspaceModel.global.updates.ms,1781262947301000000,1781262957509000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1781262947301000000,1781262957509000000,0
jps.app.storage.content.reader.load.component.ms,1781262947301000000,1781262957509000000,2
workspaceModel.global.apply.state.to.project.builder.ms,1781262947301000000,1781262957509000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1781262947301000000,1781262957509000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1781262947301000000,1781262957509000000,0
jps.save.global.entities.ms,1781262947301000000,1781262957509000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1781262947301000000,1781262957509000000,0
jps.global.handle.before.change.events.ms,1781262947301000000,1781262957509000000,0
workspaceModel.global.apply.state.to.project.ms,1781262947301000000,1781262957509000000,0
jps.library.entities.serializer.save.entities.ms,1781262947301000000,1781262957509000000,0
jps.library.entities.serializer.load.entities.ms,1781262947301000000,1781262957509000000,0
workspaceModel.load.cache.metadata.from.file.ms,1781262947301000000,1781262957509000000,0
jps.load.initial.state.ms,1781262947301000000,1781262957509000000,18
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1781262947301000000,1781262957509000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1781262947301000000,1781262957509000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1781262947301000000,1781262957509000000,0
workspaceModel.mutableEntityStorage.entities.ms,1781262947301000000,1781262957509000000,2
workspaceModel.global.updates.count,1781262947301000000,1781262957509000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1781262947301000000,1781262957509000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1781262947301000000,1781262957509000000,0
jps.global.handle.changed.events.ms,1781262947301000000,1781262957509000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1781262947301000000,1781262957509000000,1
workspaceModel.mutableEntityStorage.has.same.entities.ms,1781262947301000000,1781262957509000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1781262947301000000,1781262957509000000,0
cacheStateStorage.set.duration,1781262947301000000,1781262957509000000,0
cacheStateStorage.get.duration,1781262947301000000,1781262957509000000,0
cacheStateStorage.get.counter,1781262947301000000,1781262957509000000,10
cacheStateStorage.set.counter,1781262947301000000,1781262957509000000,0
workspaceModel.replace.project.model.ms,1781262947301000000,1781262957509000000,0
workspaceModel.updates.precise.ms,1781262947301000000,1781262957509000000,0
workspaceModel.loading.from.cache.ms,1781262947301000000,1781262957509000000,34
workspaceModel.collect.changes.ms,1781262947301000000,1781262957509000000,0
workspaceModel.cachedValueWithParameters.from.cache.ms,1781262947301000000,1781262957509000000,0
workspaceModel.pre.handlers.ms,1781262947301000000,1781262957509000000,0
workspaceModel.cachedValue.clear.ms,1781262947301000000,1781262957509000000,0
workspaceModel.cachedValue.calculated.ms,1781262947301000000,1781262957509000000,0
workspaceModel.cachedValue.total.get.ms,1781262947301000000,1781262957509000000,0
workspaceModel.updates.ms,1781262947301000000,1781262957509000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1781262947301000000,1781262957509000000,0
workspaceModel.loading.total.ms,1781262947301000000,1781262957509000000,43
workspaceModel.entityStorageSnapshotImpl.instances.count,1781262947301000000,1781262957509000000,3
workspaceModel.cachedValueWithParameters.calculated.ms,1781262947301000000,1781262957509000000,0
workspaceModel.initializing.ms,1781262947301000000,1781262957509000000,0
workspaceModel.updates.count,1781262947301000000,1781262957509000000,0
workspaceModel.init.bridges.ms,1781262947301000000,1781262957509000000,0
workspaceModel.to.snapshot.ms,1781262947301000000,1781262957509000000,0
workspaceModel.cachedValue.from.cache.ms,1781262947301000000,1781262957509000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1781262947301000000,1781262957509000000,0
workspaceModel.full.replace.project.model.ms,1781262947301000000,1781262957509000000,0
workspaceModel.check.recursive.update.ms,1781262947301000000,1781262957509000000,0
workspaceModel.update.unloaded.entities.ms,1781262947301000000,1781262957509000000,0
lexer.LogcatFilter.time.ns,1781262947301000000,1781262957509000000,1500708
writeAction.wait.ms,1781262947301000000,1781262957509000000,0
writeAction.count,1781262947301000000,1781262957509000000,4
parser.LogcatFilter.size.bytes,1781262947301000000,1781262957509000000,0
writeAction.median.wait.ms,1781262947301000000,1781262957509000000,0
writeAction.max.wait.ms,1781262947301000000,1781262957509000000,0
lexer.LogcatFilter.size.bytes,1781262947301000000,1781262957509000000,0
parser.LogcatFilter.time.ns,1781262947301000000,1781262957509000000,3851916
VFS.invertedFileNameIndex.requests,1781262947301000000,1781262957509000000,0
VFS.fileChildByName,1781262947301000000,1781262957509000000,10
VFS.fileByIdCache.hits,1781262947301000000,1781262957509000000,0
VFS.fileByIdCache.misses,1781262947301000000,1781262957509000000,0
