# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
writeAction.count,1781269297208000000,1781269307009000000,4
writeAction.median.wait.ms,1781269297208000000,1781269307009000000,0
writeAction.max.wait.ms,1781269297208000000,1781269307009000000,0
lexer.LogcatFilter.time.ns,1781269297208000000,1781269307009000000,522334
parser.LogcatFilter.time.ns,1781269297208000000,1781269307009000000,2479000
writeAction.wait.ms,1781269297208000000,1781269307009000000,0
lexer.LogcatFilter.size.bytes,1781269297208000000,1781269307009000000,0
parser.LogcatFilter.size.bytes,1781269297208000000,1781269307009000000,0
FilePageCacheLockFree.totalBytesRead,1781269297208000000,1781269307009000000,0
FilePageCacheLockFree.totalPagesRequested,1781269297208000000,1781269307009000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1781269297208000000,1781269307009000000,0
DirectByteBufferAllocator.hits,1781269297208000000,1781269307009000000,3
FilePageCacheLockFree.totalHeapBytesAllocated,1781269297208000000,1781269307009000000,0
FilePageCache.disposedBuffers,1781269297208000000,1781269307009000000,168
MappedFileStorage.storages,1781269297208000000,1781269307009000000,0
FilePageCacheLockFree.totalPagesReclaimed,1781269297208000000,1781269307009000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1781269297208000000,1781269307009000000,0
FilePageCache.pageLoads,1781269297208000000,1781269307009000000,168
FilePageCache.totalPageLoadsUs,1781269297208000000,1781269307009000000,177325
DirectByteBufferAllocator.disposed,1781269297208000000,1781269307009000000,125
DirectByteBufferAllocator.misses,1781269297208000000,1781269307009000000,165
FilePageCache.totalPageDisposalsUs,1781269297208000000,1781269307009000000,956
FilePageCacheLockFree.totalPagesAllocated,1781269297208000000,1781269307009000000,0
FilePageCacheLockFree.totalBytesWritten,1781269297208000000,1781269307009000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1781269297208000000,1781269307009000000,0
StorageLockContext.competingThreads.avg,1781269297208000000,1781269307009000000,0.0
FilePageCacheLockFree.totalPagesWritten,1781269297208000000,1781269307009000000,0
FilePageCacheLockFree.totalBytesRequested,1781269297208000000,1781269307009000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1781269297208000000,1781269307009000000,41943040
FilePageCacheLockFree.totalNativeBytesReclaimed,1781269297208000000,1781269307009000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1781269297208000000,1781269307009000000,17857
FilePageCache.uncachedFileAccess,1781269297208000000,1781269307009000000,67
FilePageCache.pageFastCacheHits,1781269297208000000,1781269307009000000,3320
FileChannelInterruptsRetryer.totalRetriedAttempts,1781269297208000000,1781269307009000000,0
FilePageCacheLockFree.heapBytesInUse,1781269297208000000,1781269307009000000,0
FilePageCacheLockFree.totalPagesReadMs,1781269297208000000,1781269307009000000,0
MappedFileStorage.totalPagesMapped,1781269297208000000,1781269307009000000,0
FilePageCacheLockFree.totalPagesHandedOver,1781269297208000000,1781269307009000000,0
StorageLockContext.competingThreads.90P,1781269297208000000,1781269307009000000,0
FilePageCache.capacityInBytes,1781269297208000000,1781269307009000000,503316478
FilePageCacheLockFree.totalPagesWriteMs,1781269297208000000,1781269307009000000,0
FilePageCache.pageHits,1781269297208000000,1781269307009000000,0
MappedFileStorage.totalBytesMapped,1781269297208000000,1781269307009000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1781269297208000000,1781269307009000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1781269297208000000,1781269307009000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1781269297208000000,1781269307009000000,0
FilePageCache.maxRegisteredFiles,1781269297208000000,1781269307009000000,444
StorageLockContext.competingThreads.max,1781269297208000000,1781269307009000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1781269297208000000,1781269307009000000,0
DirectByteBufferAllocator.reclaimed,1781269297208000000,1781269307009000000,43
FilePageCacheLockFree.housekeeperTurnsDone,1781269297208000000,1781269307009000000,0
FilePageCacheLockFree.nativeBytesInUse,1781269297208000000,1781269307009000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1781269297208000000,1781269307009000000,41943040
FilePageCache.maxCacheSizeInBytes,1781269297208000000,1781269307009000000,173015040
FilePageCacheLockFree.totalPagesRequestsMs,1781269297208000000,1781269307009000000,0
VFS.fileByIdCache.misses,1781269297208000000,1781269307009000000,0
VFS.fileChildByName,1781269297208000000,1781269307009000000,10
VFS.fileByIdCache.hits,1781269297208000000,1781269307009000000,0
VFS.invertedFileNameIndex.requests,1781269297208000000,1781269307009000000,0
cacheStateStorage.get.counter,1781269297208000000,1781269307009000000,10
cacheStateStorage.set.counter,1781269297208000000,1781269307009000000,0
cacheStateStorage.get.duration,1781269297208000000,1781269307009000000,0
cacheStateStorage.set.duration,1781269297208000000,1781269307009000000,0
NonBlockingReadAction.failedExecutionsCount,1781269297208000000,1781269307009000000,0
FlushQueue.tasksExecuted,1781269297208000000,1781269307009000000,1515
WriteAction.executionsCount,1781269297208000000,1781269307009000000,4
FlushQueue.executionTime90PNs,1781269297208000000,1781269307009000000,88063
FlushQueue.executionTimeMaxNs,1781269297208000000,1781269307009000000,22413311
FlushQueue.queueSizeAvg,1781269297208000000,1781269307009000000,197.77095709570958
FlushQueue.waitingTimeAvgNs,1781269297208000000,1781269307009000000,1.2095723400475247E9
ReadAction.executionsCount,1781269297208000000,1781269307009000000,61436
AWTEventQueue.dispatchTimeMaxNs,1781269297208000000,1781269307009000000,7818182655
AWTEventQueue.dispatchTime90PNs,1781269297208000000,1781269307009000000,37887
NonBlockingReadAction.failedExecutionTimeUs,1781269297208000000,1781269307009000000,0
FlushQueue.executionTimeAvgNs,1781269297208000000,1781269307009000000,78549.41782178218
AWTEventQueue.dispatchTimeAvgNs,1781269297208000000,1781269307009000000,3623614.8370837085
FlushQueue.waitingTimeMaxNs,1781269297208000000,1781269307009000000,6006243327
AWTEventQueue.eventsDispatched,1781269297208000000,1781269307009000000,2222
FlushQueue.queueSizeMax,1781269297208000000,1781269307009000000,611
NonBlockingReadAction.finalizedExecutionTimeUs,1781269297208000000,1781269307009000000,93125
AWTEventQueue.dispatchTimeTotalNS,1781269297208000000,1781269307009000000,8055719130
FlushQueue.queueSize90P,1781269297208000000,1781269307009000000,559
NonBlockingReadAction.finalizedExecutionsCount,1781269297208000000,1781269307009000000,16
FlushQueue.waitingTime90PNs,1781269297208000000,1781269307009000000,3741319167
workspaceModel.updates.precise.ms,1781269297208000000,1781269307009000000,0
workspaceModel.replace.project.model.ms,1781269297208000000,1781269307009000000,0
workspaceModel.cachedValue.from.cache.ms,1781269297208000000,1781269307009000000,0
workspaceModel.full.replace.project.model.ms,1781269297208000000,1781269307009000000,0
workspaceModel.check.recursive.update.ms,1781269297208000000,1781269307009000000,0
workspaceModel.loading.total.ms,1781269297208000000,1781269307009000000,48
workspaceModel.init.bridges.ms,1781269297208000000,1781269307009000000,0
workspaceModel.to.snapshot.ms,1781269297208000000,1781269307009000000,0
workspaceModel.cachedValueWithParameters.from.cache.ms,1781269297208000000,1781269307009000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1781269297208000000,1781269307009000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1781269297208000000,1781269307009000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1781269297208000000,1781269307009000000,3
workspaceModel.cachedValue.total.get.ms,1781269297208000000,1781269307009000000,0
workspaceModel.pre.handlers.ms,1781269297208000000,1781269307009000000,0
workspaceModel.loading.from.cache.ms,1781269297208000000,1781269307009000000,38
workspaceModel.updates.ms,1781269297208000000,1781269307009000000,0
workspaceModel.updates.count,1781269297208000000,1781269307009000000,0
workspaceModel.cachedValue.calculated.ms,1781269297208000000,1781269307009000000,0
workspaceModel.cachedValue.clear.ms,1781269297208000000,1781269307009000000,0
workspaceModel.update.unloaded.entities.ms,1781269297208000000,1781269307009000000,0
workspaceModel.collect.changes.ms,1781269297208000000,1781269307009000000,0
workspaceModel.cachedValueWithParameters.calculated.ms,1781269297208000000,1781269307009000000,0
workspaceModel.initializing.ms,1781269297208000000,1781269307009000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1781269297208000000,1781269307009000000,0
jps.global.initialize.library.bridges.after.loading.ms,1781269297208000000,1781269307009000000,5
workspaceModel.mutableEntityStorage.modify.entity.ms,1781269297208000000,1781269307009000000,0
jps.global.get.libraries.ms,1781269297208000000,1781269307009000000,0
jps.save.global.entities.ms,1781269297208000000,1781269307009000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1781269297208000000,1781269307009000000,0
jps.app.storage.content.reader.load.component.ms,1781269297208000000,1781269307009000000,2
workspaceModel.moduleManagerBridge.newModule.ms,1781269297208000000,1781269307009000000,0
jps.library.entities.serializer.save.entities.ms,1781269297208000000,1781269307009000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1781269297208000000,1781269307009000000,0
workspaceModel.global.updates.ms,1781269297208000000,1781269307009000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1781269297208000000,1781269307009000000,0
workspaceModel.global.apply.state.to.project.ms,1781269297208000000,1781269307009000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1781269297208000000,1781269307009000000,0
workspaceModel.mutableEntityStorage.entities.ms,1781269297208000000,1781269307009000000,5
jps.global.get.library.ms,1781269297208000000,1781269307009000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1781269297208000000,1781269307009000000,0
jps.global.handle.changed.events.ms,1781269297208000000,1781269307009000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1781269297208000000,1781269307009000000,0
jps.global.handle.before.change.events.ms,1781269297208000000,1781269307009000000,0
jps.global.initialize.library.bridges.ms,1781269297208000000,1781269307009000000,0
jps.load.initial.state.ms,1781269297208000000,1781269307009000000,21
workspaceModel.sync.entities.ms,1781269297208000000,1781269307009000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1781269297208000000,1781269307009000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1781269297208000000,1781269307009000000,0
workspaceModel.do.save.caches.ms,1781269297208000000,1781269307009000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1781269297208000000,1781269307009000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1781269297208000000,1781269307009000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1781269297208000000,1781269307009000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1781269297208000000,1781269307009000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1781269297208000000,1781269307009000000,0
workspaceModel.load.cache.metadata.from.file.ms,1781269297208000000,1781269307009000000,0
workspaceModel.mutableEntityStorage.instances.count,1781269297208000000,1781269307009000000,3
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1781269297208000000,1781269307009000000,0
workspaceModel.load.cache.from.file.ms,1781269297208000000,1781269307009000000,49
workspaceModel.moduleManagerBridge.build.module.graph.ms,1781269297208000000,1781269307009000000,0
jps.global.get.library.by.name.ms,1781269297208000000,1781269307009000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1781269297208000000,1781269307009000000,1
jps.library.entities.serializer.load.entities.ms,1781269297208000000,1781269307009000000,1
workspaceModel.mutableEntityStorage.put.entity.ms,1781269297208000000,1781269307009000000,0
workspaceModel.save.cache.to.file.ms,1781269297208000000,1781269307009000000,0
workspaceModel.global.updates.count,1781269297208000000,1781269307009000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1781269297208000000,1781269307009000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1781269297208000000,1781269307009000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1781269297208000000,1781269307009000000,0
