# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.to.snapshot.ms,1781264269805000000,1781264278895000000,0
workspaceModel.loading.from.cache.ms,1781264269805000000,1781264278895000000,30
workspaceModel.cachedValueWithParameters.from.cache.ms,1781264269805000000,1781264278895000000,0
workspaceModel.updates.precise.ms,1781264269805000000,1781264278895000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1781264269805000000,1781264278895000000,3
workspaceModel.cachedValue.total.get.ms,1781264269805000000,1781264278895000000,0
workspaceModel.init.bridges.ms,1781264269805000000,1781264278895000000,0
workspaceModel.updates.ms,1781264269805000000,1781264278895000000,0
workspaceModel.cachedValue.from.cache.ms,1781264269805000000,1781264278895000000,0
workspaceModel.pre.handlers.ms,1781264269805000000,1781264278895000000,0
workspaceModel.update.unloaded.entities.ms,1781264269805000000,1781264278895000000,0
workspaceModel.loading.total.ms,1781264269805000000,1781264278895000000,38
workspaceModel.cachedValueWithParameters.total.get.ms,1781264269805000000,1781264278895000000,0
workspaceModel.cachedValue.clear.ms,1781264269805000000,1781264278895000000,0
workspaceModel.cachedValue.calculated.ms,1781264269805000000,1781264278895000000,0
workspaceModel.replace.project.model.ms,1781264269805000000,1781264278895000000,0
workspaceModel.full.replace.project.model.ms,1781264269805000000,1781264278895000000,0
workspaceModel.initializing.ms,1781264269805000000,1781264278895000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1781264269805000000,1781264278895000000,0
workspaceModel.check.recursive.update.ms,1781264269805000000,1781264278895000000,0
workspaceModel.cachedValueWithParameters.calculated.ms,1781264269805000000,1781264278895000000,0
workspaceModel.collect.changes.ms,1781264269805000000,1781264278895000000,0
workspaceModel.updates.count,1781264269805000000,1781264278895000000,0
StorageLockContext.competingThreads.90P,1781264269805000000,1781264278895000000,0
FilePageCache.pageFastCacheHits,1781264269805000000,1781264278895000000,3319
FilePageCache.maxCacheSizeInBytes,1781264269805000000,1781264278895000000,173015040
FilePageCache.capacityInBytes,1781264269805000000,1781264278895000000,503316478
FileChannelInterruptsRetryer.totalRetriedAttempts,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.totalBytesRequested,1781264269805000000,1781264278895000000,0
StorageLockContext.competingThreads.avg,1781264269805000000,1781264278895000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1781264269805000000,1781264278895000000,41943040
FilePageCacheLockFree.totalBytesWritten,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.heapBytesInUse,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1781264269805000000,1781264278895000000,0
StorageLockContext.competingThreads.max,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.totalPagesAllocated,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1781264269805000000,1781264278895000000,0
DirectByteBufferAllocator.reclaimed,1781264269805000000,1781264278895000000,43
DirectByteBufferAllocator.hits,1781264269805000000,1781264278895000000,3
FilePageCacheLockFree.totalPagesReclaimed,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.totalPagesHandedOver,1781264269805000000,1781264278895000000,0
